☘️广东频道,#genre#
CCTV-1,http://112.123.209.253:85/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-1,http://1.198.10.246:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-1,http://222.134.245.16:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-1,http://183.215.134.239:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-1,http://112.132.10.54:9901/tsfile/live/0001_1.m3u8$订阅源-1920x1080
CCTV-1,http://61.156.228.12:8154/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-1,http://120.238.94.82:9901/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-1,http://58.243.224.242:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-1,http://110.80.17.38:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-2,http://goo.bkpcp.top/mg/cctv2$白名单
CCTV-2,http://smart.tv.home.kg/smtv.php?id=cctv2$订阅源-1920x1080
CCTV-2,http://112.122.33.149:85/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-2,http://113.64.146.99:9901/hls/19/index.m3u8$订阅源-1920x1080
CCTV-2,http://119.123.176.146:8086/hls/3/index.m3u8$订阅源-1920x1080
CCTV-2,http://fxgm.fxjf.work:19901/tsfile/live/0002_1.m3u8$订阅源-1920x1080
CCTV-2,http://123.159.35.24:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-2,http://61.184.46.85:9901/tsfile/live/0002_1.m3u8?key=txiptv$订阅源-1920x1080
CCTV-2,http://1.198.10.246:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-2,http://222.134.245.16:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-2,http://183.215.134.239:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-2,http://112.132.10.54:9901/tsfile/live/0002_1.m3u8$订阅源-1920x1080
CCTV-2,http://61.156.228.12:8154/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-2,http://120.238.94.82:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-2,http://58.243.224.242:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-2,http://110.80.17.38:9999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-3,http://goo.bkpcp.top/mg/cctv3$白名单
CCTV-3,http://smart.tv.home.kg/smtv.php?id=cctv3$订阅源-1920x1080
CCTV-3,http://101.74.30.82:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-3,http://112.122.33.149:85/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-3,http://113.64.146.99:9901/hls/20/index.m3u8$订阅源-1920x1080
CCTV-3,http://119.123.176.146:8086/hls/4/index.m3u8$订阅源-1920x1080
CCTV-3,http://fxgm.fxjf.work:19901/tsfile/live/0003_1.m3u8$订阅源-1920x1080
CCTV-3,http://123.159.35.24:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-3,http://163.142.186.48:9003/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-3,http://61.184.46.85:9901/tsfile/live/0003_1.m3u8?key=txiptv$订阅源-1920x1080
CCTV-3,http://112.123.209.253:85/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-3,http://1.198.10.246:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-3,http://222.134.245.16:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-3,http://183.215.134.239:19901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-3,http://112.132.10.54:9901/tsfile/live/0003_1.m3u8$订阅源-1920x1080
CCTV-3,http://61.156.228.12:8154/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-4,http://goo.bkpcp.top/mg/cctv4o$白名单
CCTV-4,http://smart.tv.home.kg/smtv.php?id=cctv4$订阅源-1920x1080
CCTV-4,http://119.123.176.146:8086/hls/5/index.m3u8$订阅源-1920x1080
CCTV-4,http://fxgm.fxjf.work:19901/tsfile/live/0004_1.m3u8$订阅源-1920x1080
CCTV-4,http://123.159.35.24:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-4,http://61.184.46.85:9901/tsfile/live/0004_1.m3u8?key=txiptv$订阅源-1920x1080
CCTV-4,http://1.198.10.246:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-4,http://222.134.245.16:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-4,http://112.132.10.54:9901/tsfile/live/0004_1.m3u8$订阅源-1920x1080
CCTV-4,http://61.156.228.12:8154/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-4,http://120.238.94.82:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-4,http://58.243.224.242:9901/iptv/live/1000.json?key=txiptv/tsfile/live/1002_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-4,http://110.80.17.38:9999/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-4,http://111.227.196.164:9901/tsfile/live/faacts/0004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-4,http://111.9.163.109:9901/tsfile/live/0004_1.m3u8?key=txiptv&amp;amp;playlive=1&amp;amp;authid=0$订阅源-1920x1080
CCTV-4,http://101.23.150.109:9901/tsfile/live/0004_1.m3u8$订阅源-1920x1080
CCTV-5,http://goo.bkpcp.top/mg/cctv5$白名单
CCTV-5,http://112.122.33.149:85/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-5,http://113.64.146.99:9901/hls/22/index.m3u8$订阅源-1920x1080
CCTV-5,http://119.123.176.146:8086/hls/6/index.m3u8$订阅源-1920x1080
CCTV-5,http://fxgm.fxjf.work:19901/tsfile/live/0005_1.m3u8$订阅源-1920x1080
CCTV-5,http://123.159.35.24:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-5,http://61.184.46.85:9901/tsfile/live/0005_1.m3u8?key=txiptv$订阅源-1920x1080
CCTV-5,http://1.198.10.246:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-5,http://42.225.117.174:11199/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-5,http://222.134.245.16:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-5,http://112.132.10.54:9901/tsfile/live/0005_1.m3u8$订阅源-1920x1080
CCTV-5,http://61.156.228.12:8154/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-5,http://120.238.94.82:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-5,http://58.243.224.242:9901/iptv/live/1000.json?key=txiptv/tsfile/live/1003_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-5,http://110.80.17.38:9999/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-5,http://111.227.196.164:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-5+,http://goo.bkpcp.top/mg/cctv5p$白名单
CCTV-5+,http://fxgm.fxjf.work:19901/tsfile/live/0016_1.m3u8$订阅源-1920x1080
CCTV-5+,http://123.159.35.24:9901/tsfile/live/0016_1.m3u8&playlive=1&authid=0$订阅源-1920x1080
CCTV-5+,http://61.184.46.85:9901/tsfile/live/0015_1.m3u8?key=txiptv$订阅源-1920x1080
CCTV-5+,http://222.134.245.16:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-5+,http://183.215.134.239:19901/tsfile/live/0005_1.m3u8?key=txiptv&amp;amp;playlive=1&amp;amp;authid=0$订阅源-1920x1080
CCTV-5+,http://61.156.228.12:8154/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-5+,http://120.238.94.82:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-5+,http://110.80.17.38:9999/tsfile/live/0005+_1.m3u8?key=txiptv$订阅源-1920x1080
CCTV-5+,http://39.164.180.36:19901/tsfile/live/0016_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0$订阅源-1920x1080
CCTV-5+,http://111.43.126.240:9003/hls/18/index.m3u8$订阅源-1920x1080
CCTV-5+,http://221.2.148.205:8154/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-5+,http://113.26.202.52:1299/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-5+,http://120.198.101.106:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-5+,http://221.226.4.10:85/tsfile/live/0005_1.m3u8?key=txiptv$订阅源-1920x1080
CCTV-5+,http://39.164.174.139:5000/nl.m3u8?id=CCTV-5PHD$订阅源-1920x1080
CCTV-6,http://goo.bkpcp.top/mg/cctv6$白名单
CCTV-6,http://smart.tv.home.kg/smtv.php?id=cctv6$订阅源-1920x1080
CCTV-6,http://112.122.33.149:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-6,http://113.64.146.99:9901/hls/23/index.m3u8$订阅源-1920x1080
CCTV-6,http://119.123.176.146:8086/hls/7/index.m3u8$订阅源-1920x1080
CCTV-6,http://fxgm.fxjf.work:19901/tsfile/live/0006_1.m3u8$订阅源-1920x1080
CCTV-6,http://zzssw01.55555.io:9901/tsfile/live/0006_1.m3u8$订阅源-1920x1080
CCTV-6,http://123.159.35.24:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-6,http://163.142.186.48:9003/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-6,http://61.184.46.85:9901/tsfile/live/0006_1.m3u8?key=txiptv$订阅源-1920x1080
CCTV-6,http://112.123.209.253:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-6,http://1.198.10.246:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-6,http://222.134.245.16:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-6,http://112.132.10.54:9901/tsfile/live/0006_1.m3u8$订阅源-1920x1080
CCTV-6,http://61.156.228.12:8154/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-6,http://120.238.94.82:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-7,http://goo.bkpcp.top/mg/cctv7$白名单
CCTV-7,http://smart.tv.home.kg/smtv.php?id=cctv7$订阅源-1920x1080
CCTV-7,http://119.123.176.146:8086/hls/8/index.m3u8$订阅源-1920x1080
CCTV-7,http://fxgm.fxjf.work:19901/tsfile/live/0007_1.m3u8$订阅源-1920x1080
CCTV-7,http://live.junhao.mil.cn/rmt9502/3e6e7c5477314ec38f5e58e2a5c70024.m3u8?txSecret=57978fafb9c19880afa5c8687e8241d8&txTime=7A42BAFF$订阅源-1920x1080
CCTV-7,http://123.159.35.24:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-7,http://61.184.46.85:9901/tsfile/live/0007_1.m3u8?key=txiptv$订阅源-1920x1080
CCTV-7,http://112.123.209.253:85/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-7,http://42.225.117.174:11199/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-7,http://222.134.245.16:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-7,http://112.132.10.54:9901/tsfile/live/0007_1.m3u8$订阅源-1920x1080
CCTV-7,http://61.156.228.12:8154/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-7,http://120.238.94.82:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-7,http://58.243.224.242:9901/iptv/live/1000.json?key=txiptv/tsfile/live/1005_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-7,http://110.80.17.38:9999/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-7,http://111.227.196.164:9901/tsfile/live/faacts/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-8,http://goo.bkpcp.top/mg/cctv8$白名单
CCTV-8,http://smart.tv.home.kg/smtv.php?id=cctv8hd$订阅源-1920x1080
CCTV-8,http://119.123.176.146:8086/hls/9/index.m3u8$订阅源-1920x1080
CCTV-8,http://fxgm.fxjf.work:19901/tsfile/live/0008_1.m3u8$订阅源-1920x1080
CCTV-8,http://zzssw01.55555.io:9901/tsfile/live/0008_1.m3u8$订阅源-1920x1080
CCTV-8,http://123.159.35.24:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-8,http://163.142.186.48:9003/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-8,http://61.184.46.85:9901/tsfile/live/0008_1.m3u8?key=txiptv$订阅源-1920x1080
CCTV-8,http://1.198.10.246:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-8,http://222.134.245.16:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-8,http://183.215.134.239:19901/tsfile/live/0008_1.m3u8?key=txiptv&amp;amp;playlive=1&amp;amp;authid=0$订阅源-1920x1080
CCTV-8,http://112.132.10.54:9901/tsfile/live/0008_1.m3u8$订阅源-1920x1080
CCTV-8,http://61.156.228.12:8154/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-8,http://120.238.94.82:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-8,http://58.243.224.242:9901/iptv/live/1000.json?key=txiptv/tsfile/live/1006_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-8,http://110.80.17.38:9999/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-9,http://goo.bkpcp.top/mg/cctv9$白名单
CCTV-9,http://smart.tv.home.kg/smtv.php?id=cctv9hd$订阅源-1920x1080
CCTV-9,http://101.74.30.82:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-9,http://112.122.33.149:85/tsfile/live/0011_3.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-9,http://113.64.146.99:9901/hls/26/index.m3u8$订阅源-1920x1080
CCTV-9,http://119.123.176.146:8086/hls/10/index.m3u8$订阅源-1920x1080
CCTV-9,http://fxgm.fxjf.work:19901/tsfile/live/0009_1.m3u8$订阅源-1920x1080
CCTV-9,http://zzssw01.55555.io:9901/tsfile/live/0009_1.m3u8$订阅源-1920x1080
CCTV-9,http://123.159.35.24:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-9,http://61.184.46.85:9901/tsfile/live/0009_1.m3u8?key=txiptv$订阅源-1920x1080
CCTV-9,http://112.123.209.253:85/tsfile/live/0011_3.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-9,http://1.198.10.246:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-9,http://42.225.117.174:11199/tsfile/live/0009_1.m3u8?key=txiptv&amp;amp;playlive=1&amp;amp;authid=0$订阅源-1920x1080
CCTV-9,http://222.134.245.16:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-9,http://112.132.10.54:9901/tsfile/live/0009_1.m3u8$订阅源-1920x1080
CCTV-9,http://61.156.228.12:8154/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-10,http://goo.bkpcp.top/mg/cctv10$白名单
CCTV-10,http://smart.tv.home.kg/smtv.php?id=cctv10hd$订阅源-1920x1080
CCTV-10,http://101.74.30.82:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-10,http://113.64.146.99:9901/hls/28/index.m3u8$订阅源-1920x1080
CCTV-10,http://119.123.176.146:8086/hls/11/index.m3u8$订阅源-1920x1080
CCTV-10,http://fxgm.fxjf.work:19901/tsfile/live/0010_1.m3u8$订阅源-1920x1080
CCTV-10,http://123.159.35.24:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-10,http://61.184.46.85:9901/tsfile/live/0010_1.m3u8?key=txiptv$订阅源-1920x1080
CCTV-10,http://112.123.209.253:85/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-10,http://1.198.10.246:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-10,http://42.225.117.174:11199/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-10,http://222.134.245.16:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-10,http://112.132.10.54:9901/tsfile/live/0010_1.m3u8$订阅源-1920x1080
CCTV-10,http://61.156.228.12:8154/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-10,http://120.238.94.82:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-10,http://58.243.224.242:9901/iptv/live/1000.json?key=txiptv/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-11,http://goo.bkpcp.top/mg/cctv11$白名单
CCTV-11,http://smart.tv.home.kg/smtv.php?id=cctv11$订阅源-1920x1080
CCTV-11,http://112.122.33.149:85/tsfile/live/0011_2.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-11,http://113.64.146.99:9901/hls/29/index.m3u8$订阅源-1920x1080
CCTV-11,http://119.123.176.146:8086/hls/12/index.m3u8$订阅源-1920x1080
CCTV-11,http://fxgm.fxjf.work:19901/tsfile/live/0011_1.m3u8$订阅源-1920x1080
CCTV-11,http://123.159.35.24:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-11,http://61.184.46.85:9901/tsfile/live/0011_1.m3u8?key=txiptv$订阅源-1920x1080
CCTV-11,http://1.198.10.246:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-11,http://222.134.245.16:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-11,http://112.132.10.54:9901/tsfile/live/0011_1.m3u8$订阅源-1920x1080
CCTV-11,http://61.156.228.12:8154/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-11,http://120.238.94.82:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-11,http://58.243.224.242:9901/iptv/live/1000.json?key=txiptv/tsfile/live/1009_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-11,http://110.80.17.38:9999/tsfile/live/0011_1.m3u8?key=txiptv$订阅源-1920x1080
CCTV-11,http://111.227.196.164:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-12,http://goo.bkpcp.top/mg/cctv12$白名单
CCTV-12,http://smart.tv.home.kg/smtv.php?id=cctv12$订阅源-1920x1080
CCTV-12,http://101.74.30.82:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-12,http://119.123.176.146:8086/hls/13/index.m3u8$订阅源-1920x1080
CCTV-12,http://fxgm.fxjf.work:19901/tsfile/live/0012_1.m3u8$订阅源-1920x1080
CCTV-12,http://123.159.35.24:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-12,http://61.184.46.85:9901/tsfile/live/0012_1.m3u8?key=txiptv$订阅源-1920x1080
CCTV-12,http://1.198.10.246:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-12,http://42.225.117.174:11199/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-12,http://222.134.245.16:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-12,http://112.132.10.54:9901/tsfile/live/0012_1.m3u8$订阅源-1920x1080
CCTV-12,http://61.156.228.12:8154/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-12,http://120.238.94.82:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV-12,http://58.243.224.242:9901/iptv/live/1000.json?key=txiptv/tsfile/live/1010_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-12,http://110.80.17.38:9999/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-12,http://111.227.196.164:9901/tsfile/live/faacts/0012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
